q_no,q_concept,question,1,2,3,4,5,gold_label,pos_explaination,neg_explaination,combined_explaination
79c8cf69642cf605b3170e8a890a691e,roadway,"The roadway had a fast speed limit, but there were children nearby, what was safety concerned for?",neighborhood,suburbs,countryside,city,subdivision,neighborhood,Neighbourhood has roadway speed limits for children nearby,"Suburbs usually does not have roadways
Countrysides deos not have speed limit on roadways
City has many areas which may or may not have speed limit
Subdivision is not related to roadways having speed limit","A neighbourhood has roadway speed limits but if children are nearby, they get concerned as vehicles might hurt them. All the other options usually do not have roadways or do not have speed limits whch still are concern for people with children."
f612012d2406c0dd867d17a1754eeba8,recording somethign,WHat do you use to recording something?,recorder,tape,i would write it on paper if possible..,documentation of facts,spell checker,recorder,Recorder is to be used for recording something.,"Tape is not used to record something.
For recording something, you cannot write it on paper if possible..
Documentation of fats may not help you to record something.
Spell checker is not used to record something.","Recorder is to be used for recording something. For recording something, you cannot write it on paper if possible.. Documentation of fats may not help you to record something. Spell checker or tape is not used to record something."
f895a20d4cbce37bb13cd52bf035d7f2,comforter,Where is someone likely to store their comforter?,livingroom,cedar chest,bedroom,world,living room,cedar chest,"Comforter is used to feel warm while sleeping.
Cedar chest is used to store clothings or household linens.
When comforter is not in use, it is usually stored in cedar chest.","Living room is used for sitting and living and it is not a storage unit.
Bedroom is used for sleeping however it is not a storage unit.
World is too wide in definition which covers everything and it is not a storage unit.","Comforter is used to feel warm while sleeping and Cedar chest is used to store clothings and household linens. When comforter is not in use, it is usually stored in cedar chest because other options does not define a storage units."
4015ab002ff8c233d1c7ef26f5156b88,horse,Bart entered his horse into the contest.  Where did he do this?,circus,in kentucky,western movie,central park,state fair,state fair,"A state fair is an annual competitive and recreational gathering of a state population.
Bart entered his horse into the contest. He did this in state fair.","Circus is not the contest place and so, Bart didn’t enter his horse for contest in circus.
In Kentucky is a derby place and not a competitive and recreational gathering of a state population.
Western Movie is a movie and not a contest.
Central park is a public urban park and not a contest.","A state fair is an annual competitive and recreational gathering of a state population. Bart entered his horse into the contest. He did this in state fair. Circus is not the contest place and so, Bart didn’t enter his horse for contest in circus. In Kentucky is a derby place and not a competitive and recreational gathering of a state population. Western Movie is a movie and not a contest. Central park is a public urban park and not a contest."
e002d830df15d69db315e62bd86c457c,awaking,"Bill was awaking, what was happening to him physiologically?",tiredness,grogginess,discomfort,getting out of bed,eyes opening,eyes opening,"Physiologically means relating to the body.
Eyes are the sight organs of a body.","Tiredness means loss of energy.
Sleep restores energy and does not cause tiredness.
Grogginess means weak or unsteady from illness.
Sleep does not cause grogginess.
Discomfort means slight pain somewhere in the body.
Sleep does not generally cause any pain.
Getting out of bed is an action and not something that happens to a body.",Physiologically means something related to the body and eyes are the sight organs of a body. People wake up by opening their eyes which is what happening to Bill physiologically as he was waking. All the other options are not caused to a body by sleep.
819ee892d1c67d2a82287e2c0917b7cd,title,What could have a title on it which takes up a large percentage of the space?,magazine article,safe deposit box,indicating accomplishment,indicating identity,library,magazine article,"There is a title of every magazine article.
Magazine article could have a title on it which takes up a large percentage of the space.","Safe deposit box dont have any title for a large percentage of the space.               Indicating accomplishment dont have any title.
Indicating identity dont have any title.
Library is a place without a title.",Magazine article could have a title on it which takes up a large percentage of the space. Safe deposit box dont have any title for a large percentage of the space. Indicating accomplishment or indicating identity dont have any title. Library is a place without a title.
6464cdeb694a2dce3052df9b0b400931,old stuff,"John was cleaning out the old house.  while there was nothing upstairs, he found a bunch of old stuff somewhere else.  Where did he find stuff?",loft,attic,museum,cellar,waste bin,cellar,"Cellar is found in old house
Cellar is small room in the basement of a building","loft is type of attic
Attic is in upstairs part of building
Muesum is not a house
Waste bin is used for useless things",A cellar can be found in a old house. It can have clothes and is in the lower basement part of house. All the other options are incorrect as they in the upper part of house.
6d4626bf9fff58c87ddf0ec11b7fdf1c,clarinet,Inside what would a listener most likely hear a new student trying a clarinet?,clarinet case,jazz band,spongebob,music store,orchestra,music store,"Music store sells musical instruments
Clarinets are available in a music store
Music store is a building","Clarinet case is not a building
Jazz band does not sell musical instruments
Spongebob is not a building
Orchestra does not sell musical instruments",Music store sells musical instruments while jazz band and orchestra don't. Clarinets are available in a music store which is a building unlike clarinet case and spongebob.
7e488cf701077c6d45a30663b19e7dff,farmer,"He always wanted to be a farmer, but he never moved to the country and was what his whole life?",farm land,pod person,industrial,city dweller,business man,city dweller,"Person has to live in country side to do farming.
Person who live in city is called city dweller and its hard for city dweller to move to country as it has limited facilities.","Person cannot be farm land as its type of land.
Pod person doesn't want to be farmer.
Its not hard for industrial person to move to country as country can have industries.
Business man generally doesn't want to be farmer.","Person has to live in country side to do farming and Person who live in city is called city dweller and its hard for city dweller to move to country as it has limited facilities.
           Person cannot be farm land as its type of land. Pod person doesn't want to be farmer.Its not hard for industrial person to move to country as country can have industries.
            Business man generally doesn't want to be farmer."
8a735cf68cd814abb56de29be33f2696,felt,What article of apparel or accessory is typically made of felt?,shoes,table,hat shop,clothes,man's hat,man's hat,"Felt is a type of textile material.
Man's hat are generally made of felt material.
Hat can be article of apparel or accesory.","Shoes are generally not made of felt.
Table is not article of apparel.
Hat shop is not article of apparel or accessory but a place where hats are sold.
Generally clothes are not made of felt.","Felt is a type of textile material and  Man's hat are generally made of felt material and Hat can be article of apparel or accesory.
           Shoes are generally not made of felt. Table is not article of apparel.Hat shop is not article of apparel or accessory but a place where hats are sold.
           Generally clothes are not made of felt."
a205958814099cfe32b426436031ddf8,fire extinguisher,Where is a fire extinguisher likely to be found behind the seat?,school bus,house,garden,stairwell,garage,school bus,"School buses have seats.
Fire  extinguisher is mostly kept behind the particular seat of school bus.","House doesn't have seats.
Fire  extinguisher cannot be kept behind the seats of garden.
Stairwell doesn't have seats.
Garage doesn't have seats.","School buses have seats and  Fire  extinguisher is mostly kept behind the particular seat of school bus.House or stairwell or garage doesn't have seats.
           Fire  extinguisher cannot be kept behind the seats of garden."
0ddc3aa660425153194eb4008d027bfd,space,There wasn't enough space.  You need to get a bigger what?,suitcase,box,sentence,house,paragraph,box,"A box might not have enough space.
Since there wasn't enough space so you need to get a bigger box.","Suitcase is already big so it might not be bigger.
A sentence might not have enough space.
House dont suits here.
A paragraph might not have enough space.",A box might not have enough space. Since there wasn't enough space so you need to get a bigger box. Suitcase is already big so it might not be bigger. House dont suits here. A paragraph or sentence might not have enough space.
11340f7d34c8b77e7f032fccba8f316e,playing ball,The baseball team was playing ball. It was time for the pitcher to act. How did the pitcher get the ball to the batter?,lose,injury,competition,throwing,rolled,throwing,"The pitcher in a baseball is the one who throws the ball to batter for him to him
Ball can be thrown","Lose ball is not how ball reches the batter from pitcher
Injury is not related to ball
Competition is not related to ball
Rolled balls are not thrown in game of baseball","In the game of baseball, the pitcher is a person who throws the ball to the batter. As the ball is thrown, the batter hits the ball. All the other options are invalid as they are not how a ball reaches to the batter from the pitcher."
d9de3f80b7f8af9f363c846e1628ef8d,plain,"Debbie doesn't want a plain dress, she wants something unusual and attention-getting.  What would be a good adjective to describe the sort of dress she wants?",exotic,decorative,bells and whistles,silly,extravagant,exotic,"Exotic means something which belongs to a foreign land
Things from other countries often attract attention and seem unusual","Decorative does not mean unusual and attention getting
Bells and whistles is not an adjective
An attention getting dress is usually not called silly
Extravagant is not a proper adjective to describe unusual and attention getting",Exotic means something which belongs to a foreign land. Things from other countries often attract attention and seem unusual. Decorative does not mean unusual and attention getting. Bells and whistles is not an adjective. An attention getting dress is usually not called silly. Extravagant is not a proper adjective to describe unusual and attention getting.
5df8a8c26fd4b4f2a340253c755b3790,turnpike,"I live in a rural area, so where am I likely going if I drive through a turnpike?",drive to work,urban region,atlas,countryside,eastern united states,urban region,As I live in a rural area so if I drive through a turnpike I am liklely to be going to urban region.,"Drive to work is not a place where a person can go.
A person cant go to atlas through a turnpike as it is a book of maps.
A person cant go to countryside by driving through a turnpike.
By driving a turnpike, it is not possible to go to eastern united states.","As I live in a rural area so if I drive through a turnpike I am liklely to be going to urban region. Drive to work is not a place where a person can go. A person cant go to atlas through a turnpike as it is a book of maps. A person cant go to countryside by driving through a turnpike. By driving a turnpike, it is not possible to go to eastern united states."
f3d269586a4975a228728bd7f1a47ceb,paper sign,"It was finals week and students wanted to be left alone, one put a do not disturb paper sign out in the what?",store window,public place,doorway,shop window,hallway,hallway,"Students live in a hostel and they have hallway
When do not disturb boards are kept in hallway, every passerby can see it and hence the message is conveyed","studnets do not live in store hence store window is not place related to them
Putting do not disturb in public places makes no sense as the message is only for specific people
Doorway paper sign applies to only student
students do not live in a shop hence shop window paper sign makes no sense",Students usually live in hostels where hallways are present. A paper sign in hallway can convey message to everyone to not disturb them hence hallway is the place. All the other options are places where a studnet placing do not disturb paper sign is useless hence is irrelevant.
257bdc70e27f7e7444106ca7e06e659c,playing,"By playing with educational materials, what were the children doing?",fighting,learning,getting tired,injuries,having fun,learning,"Educational materials are things that reinforce learning in the kids
Playing with educational materials are filled with learnings for children","Fighting is not result of playing with educational material
Educational material does not involve physical activity hence children do not get tired
Injuries dont happen as educational materials are made with many precautions
Having fun is not the main thing that happen with educational materials.","The educational materials are made with the aim that while playing, a child can learn various things. When a child plays with them, they are learning while having fun. All the other options are not the main thing that happens when a child plays with educational material."
9bacef36a61073e57eab757b2e46607f,table,"John took his place at the table, along with the others.  What might they have been doing?",meeting,construction,kitchen,internet cafe,building,meeting,"People take their places before starting the meeting.
As John might be doing meeting along with the others so he took his place at the table.","In construction, a person dont take his place at the table.
Kitchen is not an activity to be done with others.
Internet cafe is not an activity to be done with others.
Building is not an activity to be done with others.","People take their places before starting the meeting. As John might be doing meeting along with the others so he took his place at the table. In construction, a person dont take his place at the table. Kitchen or internet cafe or building is not an activity to be done with others."
a0b753389777d46a6a1c581d914f6828,cargo,"It was important precious cargo, so it was delivered as quickly as possible by means of what?",aeroplane,boat,ship's hold,airplane,ferry,aeroplane,"Aeroplane travels fast
Cargo can be delivered as quickly as possible by aeroplane
Aeroplane is a vehicle","Boat does not travel fast
Ship's hold is not a vehicle
Airplane
Cargo cannot be delivered as quickly as possible by a ferry",Aeroplane travels fast while boat does not. Cargo can be delivered as quickly as possible by aeroplane and not by a ferry.  Aeroplane is a vehicle while ship's hold is not.
780fecd4cd2b72f8ebaf2d78d4bbd24e,person,what might an intelligent person do?,open doors,give up,talk to themselves,study greek,cross street,study greek,"Intelligent people often prefer to learn new and difficult things everyday to keep their mind sharp
Learning greek is difficult and unusual
Intelligent people might prefer to learn greek when they are looking to learn a new language","Opening doors is not restricted to intelligent people only
Intelligent people usually do not give up on anything
Intelligent people generally do not talk to themselves
Cross street is not restricted to intelligent people only",Intelligent people often prefer to learn new and difficult things everyday to keep their mind sharp. Learning greek is difficult and unusual. Intelligent people might prefer to learn greek when they are looking to learn a new language. Opening doors is not restricted to intelligent people only. Intelligent people usually do not give up on anything. Intelligent people generally do not talk to themselves. Cross street is an irrelevant option.
e20d894c667d492f95f3583a733f6b86,watching television,What kind of pain can be caused my watching television too much?,fatigue,addiction,power gains,entertainment,headaches,headaches,"Headache is a kind of pain.
By watching television too much, headaches can be caused to a person.","Fatigue is not caused by watching the television too much.
Addiction is not a kind of pain.
Power gains is not a correct option.
Entertainment is not a kind of pain.","Headache is a kind of pain. By watching television too much, headaches can be caused to a person. Power gains is not a correct option. Entertainment and addiction are not a kind of pain. Fatigue is not caused by watching the television too much."
62907c920919ce2e2e57bdc6a9cf61f7,dust,John couldn't reach the place he needed to dust.  What couldn't he reach?,coffee shop,fridge,table,library,shelf,shelf,"Shelf are higher and hard to reach easily
Shelf gets dust and requires cleaning","You don't reach coffee shop to dust.
fridge is easy to reach.
table is easy to reach.
You don't reach library to dust.","Shelf are higher and hard to reach easily and they gets dust and requires cleaning. You don't reach coffee shop to dust.
          fridge and table is easy to reach.You don't reach library to dust."
d9227722f213199e15d4e23c95a349cc,cow,"The dairy cow farm was special, it provided all the milk for the big chocolate company from where?",ranch,tennessee,barnyard,switzerland,antarctica,switzerland,"Switzerland is a mountainous central European country home to numerous lakes, villages, and the high peaks of the alps.
The dairy cow farm was special; it provided all the milk for the big chocolate company from Switzerland.","Ranch is a large farm, where cattle or other animals are bred. Ranch is not the place where the dairy cow farm and the big chocolate company is.
Tennessee is a landlocked state in the U.S South. Tennessee is a state in U.S. south and is not the place where the dairy cow farm and the big chocolate company is.
Barnyard is the area of open ground around a large farm building used for storing, grain, hay, straw, or for housing livestock; a farmyard. Barnyard is the area of open ground for housing livestock and is not the place where the dairy cow farm and the big chocolate company is.
Antarctica is a southernmost continent and site of the South pole, is a virtually uninhabited, ice covered landmass. Antarctica is a southernmost continent virtually inhabited and is not the place where the dairy cow farm and the big chocolate company is.","Switzerland is a mountainous central European country home to numerous lakes, villages, and the high peaks of the alps. The dairy cow farm was special; it provided all the milk for the big chocolate company from Switzerland. Ranch is not the place where the dairy cow farm and the big chocolate company is. Tennessee is a state in U.S. south and is not the place where the dairy cow farm and the big chocolate company is. Barnyard is the area of open ground for housing livestock and is not the place where the dairy cow farm and the big chocolate company is. Antarctica is a southernmost continent virtually inhabited and is not the place where the dairy cow farm and the big chocolate company is."
ddfb2c7e68e490c7065b99942f7d9d26,cry,"While she did cry at her mother's death bed, what did her mother reassure her to do to fight her issues?",smile,be happy,laughing,falling down,talk,be happy,"Person crys when someone his nearest dies and mother is the nearest of everybody.
Person needs to be happy to fight the issues of life as person can overcome issue by being happy.","Mere smile is not enough to fight the issues of life.
Laughing is not enough to fight the issues of life.
falling down is not appropriate option here.
Talk doesn't help fight the issues of life.","Person crys when someone his nearest dies and mother is the nearest of everybody and Person needs to be happy to fight the issues of life as person can overcome issue by being happy.
              Mere smile or  Laughing is not enough to fight the issues of life. falling down is not appropriate option here. Talk doesn't help fight the issues of life."
8a17c3c690e3f0f37a5f8b5858e0ad6a,person,If a person needs food from a dairy what should they do?,promise to do,go to a store,step forward,milk cow,need food,milk cow,"Dairies are known to have dairy products
Dairy products means things made from milk
Milk usually comes from cows
When people want food from dairy, they usually milk a cow","Promise to do is not related to getting food from a dairy
One cannot go to a store when one wants food from a dairy
Stepping forward does not help in getting food from a dairy
Need food is an irrelevant option","Dairies are known to have dairy products. Dairy products means things made from milk. Milk usually comes from cows. When people want food from dairy, they usually milk a cow. Promise to do is not related to getting food from a dairy. One cannot go to a store when one wants food from a dairy. Step forward and need food are irrelevant options."
2d6ce72c31b2e3b20cfedfdea0b8b991,go to sleep,"If you tried really hard to go to sleep sooner than normal, you would probably be trying to also what?",dancing,close eyes,rest up,dream,get up early,get up early,"People generally try to maintain a sleep cycle with fixed hours of sleep.
Going to sleep sooner meaning sleeping early.
Maintaining sleep cycle when sleeping early requires to get up early.","Going to sleep early doesn't also mean dancing.
Closing eyes comes under sleeping.
Resting up comes under sleeping.
Dreaming comes under sleeping.",People generally try to maintain a sleep cycle with fixed hours of sleep so if someone tries to sleep early that might mean they are also trying to get up early. Going to sleep early doesn't also mean dancing and all the other options comes under sleeping.
781b60d29795e1c34c5f0878a1966d22,person,"When the person realized his dog ran away, how did he feel?",become depressed,park,pay bills,promise to do,welcome change,become depressed,"A person tends to feels worried when his dog runs away
Being constantly sad and worried means being depressed","Park is not a type of feeling
Paying bills is not a type of feeling
Promise to do is an irrelevant option
People usually do not welcome change right after their dog runs away",A person tends to become sad and worried when his dog runs away. Being constantly sad and worried means being depressed. Park and promise to do are irrelevant options. Paying bills is not a type of feeling. People usually do not welcome change right after their dog runs away.
dcd23660869fa72a362d5216392a3be1,run after ball,What do you need to run after ball?,get tired,have legs,skip,not fat,look first,have legs,"To run, a person needs leg.
A person who dont has legs cant run or walk.","Get tired is not a thing which is required.
A person cant skip if he want to run.
A person with fat can also run.
It is not necessary to look before running.",A person who dont has legs cant run or walk. Get tired is not a thing which is required. A person cant skip if he want to run. A person with fat can also run. It is not necessary to look before running.
4e8ffa458b04d7184a4b15de04f4195a,person,What might make a person smile?,headache,understand themselves,pain,own house,compliments,compliments,"People tend to smile when they hear or see something they like
People love to hear compliments from others
Compliments usually make people smile","Headache never makes people smile
Understand themselves usually does not make a person smile
Pain does not make people smile
Own house is not related to smiling",People tend to smile when they hear or see something they like. People love to hear compliments from others. Compliments usually make people smile. Headache never makes people smile. Understand themselves is an irrelevant option. Pain does not make people smile. Own house is not related to smiling.
0f44dba23cf417bc873a7982fc6a6ea4,money,Where can someone spend money?,pocket,casino,supermarket,store,cash register,supermarket,"Supermarket sell things in exchange for money
Money is spent at spermaret by buying things","Pocket keep money
Casino is generally a place where people use money
Store may or may not sell
Cash register is used to keep money safe",Supermarkets are a place which sell things and one can buy them and spend money. All other options are not exact place where one can spend money.
1d52e0dc19336e3bd95d13d0b5acbc75,helm,"The helm is not something you wear on your head. Rather, it moves the masts on what?",sailing vessel,paddleboat,ship,motorboat,tugboat,sailing vessel,"A helm is a tiller or wheel for steering a ship or boat.
Some ships with masts are sailing vessels.","Paddleboat does not have masts.
Ship could be without masts also.
Motorboat is powered by a motor and does not have masts.
Tugboat may not have masts.","A helm is a tiller or wheel for steering a ship or boat and some ships with masts are sailing vessels. So, helm is something that moves the masts on sailing vessels. All the other options may not have masts."
7d607658ce1fec2fade18d99f02a90b1,apple tree,What fruit growing area is not likely to contain an apple tree?,washington state,orchid,farmland,grape vineyard,vineyard,vineyard,"Vineyard is a plantation where grapes are grown to make wine.
Apples are not used to make wine.","Washington State is a US state and not a fruit growing area.
Orchid is a plant and not fruit growing area.
Farmland is used to grow various kinds of crops.
Farmland is not a fruit growing area.
Grape vineyard comes under vineyard.",Vineyard is a plantation where grapes are grown to make wine and apples are not used to make wine. So vineyard is a fruit growing area which does not likely contain an apple tree. Grape vineyard comes under vineyard and the other options are not fruit growing areas.
d4e151531c006e896d5d360166f88d4c,snowflake,"Nobody likes a pile of them in the driveway, but a snowflake sure looks peaceful in the what?",snowstorm,air,december,land,winter,air,"Nobody likes a pile of them in the driveway, but a snowflake sure looks peaceful in the air.","Snowflakes cant be seen properly in a snowstorm.
It is not necessary to see a snowflake in december.
A snowflake might not look peaceful in land.
A snowflake might not look peaceful in winter.","Nobody likes a pile of them in the driveway, but a snowflake sure looks peaceful in the air. Snowflakes cant be seen properly in a snowstorm. It is not necessary to see a snowflake in december. A snowflake might not look peaceful in winter or land."
fe9959523624deaad3e4a9cfcd27b8b3,beginning work,"Jim was beginning work on his essay the day before it was due, what did Jim suffer from?",getting tired,illiteracy,sitting down,excitement,procrastination,procrastination,"Procrastination is the action of postponing things.
Beginning something just before due date is an effect of postponing.","Tiredness is the state of being weary.
One may not become weary before beginning work.
Illiteracy is the inability to read or write.
Beginning late isn't due to the inability to read or write.
Sitting down is a form of relaxation.
Sitting down isn't something to suffer from.
Excitement is the feeling of eagerness.
Eagerness isn't something to suffer from.",Procrastination is the action of postponing causing one to begin late. Jim was beginning work on his essay the day before it was due since he suffered from procrastination. One may not become weary before beginning work and beginning late isn't due to the inability to read or write. The other options aren't things to suffer from.
06f2e444f7aea3db36f75a5f3b436271,binder,Where would you find a binder containing homework assignments?,backpack,bookcase,office supply store,office,class room,class room,"Class room is a place where students study.
Homework assignment is the work given to students to do in home.
Homework assignments are submitted in class room.","Backpack might not always carry homework assignments.
Bookcase is a set of shelves for books.
Homework assignments are not put in bookcase.
Students don’t submit homework assignments in an office supply store.
Students don’t go to office.",Class room is a place where students study and homework assignment is the work given to students to do in home. Homework assignments are submitted in class room so that is where one can find a binder containing homework assignments. Students don’t put homework assignments in office or office supply store. Backpack might not always carry homework assignments and homework assignments are not put in bookcase.
1f59790e6c9217cc98518f8ce482e8ad,work,"Work can be a grind, it makes you appreciate times of what?",unemployment,earn money,sleeping,relaxation,do nothing,relaxation,"Times of relaxation are appreciated.
As work can be a grind so it makes you appreciate times of relaxation.","You cannot appreciate times of unemployment.
To earn money is not a time that can be appreciated.
A person's sleeping time cant be appreciated.
By doing nothing, your time can never be appreciated.","Times of relaxation are appreciated. As work can be a grind so it makes you appreciate times of relaxation. You cannot appreciate times of unemployment. To earn money is not a time that can be appreciated. A person's sleeping time cant be appreciated. By doing nothing, your time can never be appreciated."
1e81653f9ab95af5a9e4f3e9385ad920,giving assistance,"The mom liked giving assistance to her children, why did she do it?",law suits,feel loved,contractual obligation,happiness,out of pocket,feel loved,"Assisting others generally causes the feelings of pleasure and fulfillment.
Feeling loved means feeling pleasure and fulfillment.
People generally like to feel pleasure and fulfillment.","Mothers assist their children not because of lawsuit.
Mothers assist their children not because of contractual obligation.
Happiness comes under feeling loved.
Out of pocket means paying something with their own money.
Out of pocket is not a reason for mothers to assist their children.",Assisting others generally causes the feelings of pleasure and fulfillment and feeling loved means feeling pleasure and fulfillment. Mom gave assistance to her children as she felt loved. Happiness comes under feeling loved and mothers assist their childern not because of the other options.
ef33f7ce36074561bafdca361fec03ca,eatery,What is another name for eatery?,commercial building,drinkery,mall,town,restaurant,restaurant,Restaurant is another name of eatery where people go to eat.,"Not all the commercial building have eatery.
drinkery is where people go to drink.
mall doesn't have only eatery but many other shops.
town is a built up area that is smaller than city","Restaurant is another name of eatery where people go to eat.Not all the commercial building have eatery.drinkery is where people go to drink.
           mall doesn't have only eatery but many other shops. town is a built up area that is smaller than city"
6d5eca3716c5e9368dc766eb989bdd84,steel cable,You'd want marine grade steel cable aboard your what?,winch,ship,ground,construction site,suspension bridge,ship,"In ship, marine grade steel cable is seen.
You'd want marine grade steel cable aboard your ship.","Winch may not have marine grade steel cable.
There might not be any steel cable at ground.
At construction site, you might not want marine grade steel cable.
At suspension bridge, you might not want marine grade steel cable.","In ship, marine grade steel cable is seen. You'd want marine grade steel cable aboard your ship. Winch may not have marine grade steel cable. There might not be any steel cable at ground. At construction site or suspension bridge, you might not want marine grade steel cable."
bd4e80fa6642a76c064d0bc924411fb0_1,mat,"They got their kid a nice new play mat, they put it in front of the TV in the where?",pool,bathroom,school,living room,doorway,living room,"A living room is a general room of the house.
People always gather in the living room and watch TV.","TV’s are electronic and not placed in Pool.
A bathroom does not have a TV.
Children study at school.
Doorway is an entrance to a room.",A living room is a general room of the house. People always gather in the living room and watch TV. All the other options does not answer the question.
4f06fc8fc2151c7b217dd99c86d23223,person,Why would a person stay in a relationship with  a man?,acknowledgment,good lover,mercy,make others happy,low crime,good lover,"When one is in a relationship with the other, they are called lovers
People stay in relationship with eachother when they are good lovers","People do not stay in a relationship with a man for acknowledgement
Mercy is not a reason to stay in a relationship
People do not stay in a relationship to make others happy
Low crime is not the reason to stay in a relationship with a man","When one is in a relationship with the other, they are called lovers. People stay in relationship with eachother when they are good lovers. People do not stay in a relationship with a man for acknowledgement. Mercy is not a reason to stay in a relationship. People do not stay in a relationship to make others happy. Low crime is not a reason to stay in a relationship with a man."
a1a114c2ea2ec29fc7a85852244dc962,chain,James needed a heavy chain wrap around his tires.  Where might he find one?,gear shift,engine compartment,hardware store,jewelry store,garage,hardware store,"Hardware store sells bicycles parts
Heavy chain wrap is a bicycle part
Hardware store is a building","Gear shift is not a building
Engine compartment is not a building
Jewelry store does not sell bicycle parts
Garage does not sell bicycle parts",Hardware store sells bicycle parts unlike a jewelry store and a garage. Heavy chain wrap is a bicycle part. Hardware store is a building while gear shift and engine compartment are not.
5a73dfc7b93f67508c447119c4b4a5dd,exercising,What is one horrible thing exercise can contribute to preventing?,heart problems,tiredness,relaxation,heart attacks,good health,heart attacks,"Heart attacks is one of a horrible thing.
Exercising can contribute to prevent heart attacks.","Exercise might not contribute to prevent all heart problems.
Tiredness is not a horrible thing.
Relaxation is not a horrible thing.
Exercise dont prevent good health.",Heart attacks is one of a horrible thing. Exercising can contribute to prevent heart attacks. Exercise might not contribute to prevent all heart problems. Relaxation or tiredness is not a horrible thing. Exercise dont prevent good health.
e77a116be1a8f907e5684fe0d968c95e,aisle,Where is an aisle likely to be surrounded by pews?,sanctuary,church,drugstore,supermarket,department store,church,"Pews are furniture to sit on with back support.
Church is a place where people sit and pray.","Sanctuary is a nature reserve and won't have any pews.
Drugstore is a shop that sells medicine and might not have pews.
Supermarket has aisles of shelves not pews.
Department store has aisles of shelves not pews.",Pews are furniture to sit on with back support and church is a place where people sit and pray. One can find aisle surrounded by pews in a church. All the other options may not have pews.
bdf92566f14599f1606109677206001f,glue stick,Miss Grady took a stick from Bob because he was playing with it during class.  She wanted to make sure that he couldn't get to it so she put it where?,desk drawer,kitchen drawer,classroom,pocket,office,desk drawer,"Desk drawer is a storage place for things like office stationary.
Stick comes under office stationary.","Stick is not a kitchen item.
Classroom is not a storage place.
Pocket is a small pouch on clothes.
Pocket is not a storage place.
Office is where adults work.
Office is not a storage place.",Desk drawer is a storage place for things like office stationary so Miss Grady put Bob's stick in a desk drawer. Stick is not a kitchen item and all the other options are not storage places.
b8a43f3359fdfdb78471a6a1be79fc16,person,"I as a person don't kill others, why do I not?",experience pleasure,laws,value life,thank god,go into debt,value life,"People normally do not kill others
Humans usually know the importance of life
Knowing importance of something means to value it","Experiencing pleasure is not the reason behind not killing others
One usually does not kill others because of laws
Thank god is not the reason behind not killing someone
Going into debt is not related to killing someone",People normally do not kill others. Humans usually know the importance of life. Knowing importance of something means to value it. Experiencing pleasure is not the reason behind not killing others. One usually does not kill others because of laws. Thank god is an irrelevant option. Going into debt is not related to killing someone.
1a3ce0396be250fc4a149b830b8fe185,car,"I was shopping at a car dealership, what did a salesman do?",appear suddenly,bottom out,go downtown,scream,roll over,appear suddenly,"Salesmen appear suddenly in dealership stores
Appearing suddenly can startle a person","Bottming out does not startle a person
Salesmen do not go downtown in dealership stores
Salesmen do not scream in dealership stores
Salesmen do not roll over in dealership stores","Salesmen appear suddenly in dealership stores and not go downtown, scream or roll over. Appearing suddenly can startle a person while bottoming out does not."
9c0f3ad3c2060b146e78434a01ba21b9,going for run,What happens when going for a run too many times?,leg cramps,becoming tired,muscles,trip,feeling refreshed,becoming tired,"Becoming tired is a result of doing something physically or mentally for a lot of time.
Going for a run too many times means for a lot of time.","Leg cramps are a painful contraction of muscle.
Not everyone gets leg cramps.
Muscles is not something that can happen.
Trip happens when something hits the legs.
Running too many times doesn't make one feel refreshed.","Tiring out is a result of doing something physically or mentally for a lot of time. So when going for a run too many times, one will become tired. All the other options are not the results of running too many times."
25f2e44f44c1aadd9093bfef5da754dc,running,Running in bad shoes can easily cause something painful. What can it cause?,breathlessness,shortness of breath,calluses,exercise,increased heart rate,calluses,"Bad shoes causes calluses.
Calluses are painful.","Breathlessness is not caused by bad shoes.
Shortness of breathe is not caused by bad shoes.
Exercise is not caused by bad shoes.
Increased heart rate is not painful.",Bad shoes causes calluses. Calluses are painful. Breathlessness or shortness of breathe or exercise is not caused by bad shoes. Increased heart rate is not painful.
ead9075497aa636feba92234058ce7c8,clean clothes,"Bo wanted to put on his clean clothes, but that would have required doing what to his dirty ones?",get dirty,organize,sort,take off,soap,take off,"One takes off dirty clothes
Taking off clothes makes one naked","Getting clothes dirty does not make one naked
One does not organize dirty clothes
Sorting clothes does not make one naked
Soap does not make one naked","One takes off dirty clothes and not organize them. Taking off clothes makes one naked while getting clothes dirty, sorting clothes and soap do not."
a656e74a943f9e2698a25bbcfb4e96db,committing murder,"James know that committing murder was wrong, but he thought that he could get away with it.  He was really troubled  and fearful because of what?",happiness,problems,prosecution,distress,misery,prosecution,"James is troubled and fearful because he may be identified as an accused in the prosecution for the murder and he may not get away with it.
Prosecution is the act of putting someone in prison or the condition of being kept in prison.","Happiness causes joy and love, and not trouble and fear.
Problems with the other person is the cause for murder and not outcome.
The victim’s loved ones will be in distress due to their loss and not James.
The victim’s loved ones will be in misery and sorrow due to their loss and not James.","James is troubled and fearful because he may be identified as an accused in the prosecution for the murder and he may not get away with it. Prosecution is the act of putting someone in prison or the condition of being kept in prison. Happiness causes joy and love, and not trouble and fear. Problems with the other person is the cause for murder and not outcome. The victim’s loved ones will be in distress and misery due to their loss and not James."
