sentence,option1,option2,answer
"Patricia always had to clean up after Angela, because _ didn't care about living in filth.",Patricia,Angela,2
"Patricia always had to clean up after Angela, because _ didn't want to live in filth.",Patricia,Angela,1
Michael asked Brett for help moving a desk. _ wouldn't have been able to do it alone.,Michael,Brett,1
Michael asked Brett for help moving a desk. _ wouldn't have been able to do it by himself either.,Michael,Brett,2
Jennifer liked to smoke pot but Laura like to smoke cigars. _ wound up in the local jail for smoking their favorite thing in public.,Jennifer,Laura,1
Jennifer liked to smoke pot but Laura like to smoke cigars. _ avoided the local jail for smoking their favorite thing in public.,Jennifer,Laura,2
"Jeffrey believed Robert was spying on him during the private event, because _ was sneaky.",Jeffrey,Robert,2
"Jeffrey believed Robert was spying on him during the private event, because _ was paranoid.",Jeffrey,Robert,1
"Frank visited the bank to get a loan to buy a new car, and the _ was very skeptical.",loan,car,1
"Frank visited the bank to get a loan to buy a new car, and the _ was very bold.",loan,car,2
"Christopher needs Ian's advice on how to create a positive classroom atmosphere, because _ is a new teacher.",Christopher,Ian,1
"Christopher needs Ian's advice on how to create a positive classroom atmosphere, because _ is an experienced teacher.",Christopher,Ian,2
Emily was having difficulty going through puberty but not Christine because _ had very weak acne causing hormones.,Emily,Christine,2
Emily was having difficulty going through puberty but not Christine because _ had very strong acne causing hormones.,Emily,Christine,1
"Hunter likes tulips and Ryan does not, so _ went to buy some from the store.",Hunter,Ryan,1
"Hunter likes tulips and Ryan does not, so _ refused to buy some from the store.",Hunter,Ryan,2
"Victoria decided to choose express shipping while Katrina did not, so _ got her order last.",Victoria,Katrina,2
"Victoria decided to choose express shipping while Katrina did not, so _ got her order first.",Victoria,Katrina,1
"The tutor was more suited for English studies than the professor , since _ was an effective teacher.",tutor,professor,1
"The tutor was more suited for English studies than the professor , since _ was an inadequate teacher.",tutor,professor,2
Victoria was more fashionable than Elena because _ always was concerned about leaving dandruff on their shirts.,Victoria,Elena,2
Victoria was more fashionable than Elena but  _ always was concerned about leaving dandruff on their shirts.,Victoria,Elena,1
Carrie needed to be vigilant about her bone health which Natalie worries about since _ is concerned.,Carrie,Natalie,2
Carrie needed to be vigilant about her bone health which Natalie worries about since _ is elderly.,Carrie,Natalie,1
The waves destroyed the garage but left the house intact because the _ was so far from the shore.,garage,house,2
The waves destroyed the garage but left the house intact because the _ was so close to the shore.,garage,house,1
The science student tried using the telescope to see the galaxy but the _ was too far.,galaxy,telescope,1
The science student tried using the telescope to see the galaxy but the _ was too weak.,galaxy,telescope,2
"When Sarah wanted to pursue acting, Elena started laughing, because _ was an amazing actor.",Sarah,Elena,2
"When Sarah wanted to pursue acting, Elena started laughing, because _ was a terrible actor.",Sarah,Elena,1
"We worked on the inside of the house instead of working on the inside of the shed, because the _ was uninhabitable.",house,shed,2
"We worked on the inside of the house instead of working on the inside of the shed, because the _ was livable.",house,shed,1
"The scar needed medical care to heal, while the cut healed naturally, because the _ was a minor wound.",cut,scar,2
"The scar needed medical care to heal, while the cut healed naturally, because the _ was a severe wound.",cut,scar,1
"Applicants at the university had much lower reading scores than those at the college, as the _ students were a bit dimmer.",university,college,1
"Applicants at the university had much lower reading scores than those at the college, as the _ students were a bit brighter.",university,college,2
Michael had to dispose of his water before entering unlike Eric because _ cup was empty.,Michael,Eric,2
Michael had to dispose of his water before entering unlike Eric because _ cup was full.,Michael,Eric,1
"Christine had a worst wedding than Rebecca because  in _  wedding, the weather was terrible.",Christine,Rebecca,1
"Christine had a worst wedding than Rebecca because  in _  wedding, the weather was great.",Christine,Rebecca,2
The flying birds visible in the smoke disappeared in the fog. The _ is thin.,fog,smoke,2
The flying birds visible in the smoke disappeared in the fog. The _ is thick.,fog,smoke,1
"With _ washing a highball glass, Elena was sitting at the bar drinking as Natalie was in the kitchen cleaning.",Elena,Natalie,2
"With _ fondling a highball glass, Elena was sitting at the bar drinking as Natalie was in the kitchen cleaning.",Elena,Natalie,1
"At the party, William was drinking heavily and Joseph was abstaining, so _ drove home afterwards.",William,Joseph,2
"At the party, William was drinking heavily and Joseph was abstaining, so _ rode home afterwards.",William,Joseph,1
Dennis backed Nelson into the small corner during the heated argument because _ was submissive.,Dennis,Nelson,2
Dennis backed Nelson into the small corner during the heated argument because _ was dominant.,Dennis,Nelson,1
"Carrie was dealing with the death of their dog as where Amy had lost their cat, _ is a cat lover.",Carrie,Amy,2
"Carrie was dealing with the death of their dog as where Amy had lost their cat, _ is a dog lover.",Carrie,Amy,1
"Jessica finished baking her picnic ham before Jennifer, because _ used a difficult recipe for ham glaze.",Jessica,Jennifer,2
"Jessica finished baking her picnic ham before Jennifer, because _ used an easy recipe for ham glaze.",Jessica,Jennifer,1
James coated the top of the table with a vanish and leave the chair the way it was. Now the _ is dull.,table,chair,2
James coated the top of the table with a vanish and leave the chair the way it was. Now the _ is shiny.,table,chair,1
Christopher tried a new recipe and asked Kenneth how  liked it. _ hoped it tasted good.,Christopher,Kenneth,1
Christopher tried a new recipe and asked Kenneth how  liked it. _ thought it tasted good.,Christopher,Kenneth,2
Erin was very comfortable outside during winter unlike Cynthia because _ had a very thick coat.,Erin,Cynthia,1
Erin was very comfortable outside during winter unlike Cynthia because _ had a very thin coat.,Erin,Cynthia,2
The cook wanted to store the fresh honey in the jar but the _ was too hot.,jar,honey,2
The cook wanted to store the fresh honey in the jar but the _ was too small.,jar,honey,1
"When Matthew stepped in dog poop wearing his new shoes, Dennis laughed, so mother gave _ an angry look.",Matthew,Dennis,2
"When Matthew stepped in dog poop wearing his new shoes, Dennis laughed, so mother gave _ an understanding look.",Matthew,Dennis,1
"While the thrifty family was at the grocery store, they bought soap instead of shampoo because the _ was needed.",soap,shampoo,1
"While the family was at the grocery store, they bought soap instead of shampoo because the _ was superfluous.",soap,shampoo,2
"I measured the area in my kitchen, but the stove didn't fit because the _ was too small.",stove,area,2
"I measured the area in my kitchen, but the stove didn't fit because the _ was too big.",stove,area,1
The ants flocked to the honey instead of the dark chocolate because the _ is sweet.,honey,chocolate,1
The ants flocked to the honey instead of the dark chocolate because the _ is bitter.,honey,chocolate,2
"Adam explained his emotions to Robert, because _ needed help from a therapist who could deal with complex emotions.",Adam,Robert,1
"Adam explained his emotions to Robert, because _ offered help as a therapist who could deal with complex emotions.",Adam,Robert,2
Elena is a lot worse using a map than Sarah because _ has had training in the military.,Elena,Sarah,2
Elena is a lot better using a map than Sarah because _ has had training in the military.,Elena,Sarah,1
Rachel knew Elena needed more magnesium but _ didn't know if they liked fruit or not.,Rachel,Elena,2
Rachel knew Elena needed more magnesium but _ didn't know if they hated fruit or not.,Rachel,Elena,1
"When Robert was asked by Christopher what he wanted for his birthday, he said money. _ wanted to choose his own gift.",Robert,Christopher,1
"When Robert was asked by Christopher what he wanted for his birthday, he said money. _ let him choose his own gift.",Robert,Christopher,2
The candy jar could hold 100 gumballs or 80 maltballs because the _ were smaller.,gumballs,maltballs,1
The candy jar could hold 100 gumballs or 80 maltballs because the _ were larger.,gumballs,maltballs,2
"John quickly returned the game to the store after he heard the news about it containing bugs, he bought two baseballs instead because the _ were reliable.",baseballs,bugs,1
"John quickly returned the game to the store after he heard the news about it containing bugs, he bought two baseballs instead because the _ were undependable.",baseballs,bugs,2
Kyle had a black hair color and Joseph had a blue hair color. _ hair color was common.,Kyle,Joseph,1
Kyle had a black hair color and Joseph had a blue hair color. _ hair color was uncommon.,Kyle,Joseph,2
Installing the fridge was a lot easier than doing the stove was for Roger. He had never installed the _ before in a different house.,fridge,stove,2
Installing the fridge was a lot easier than doing the stove was for Roger. He had previously installed the _ before in a different house.,fridge,stove,1
The seamstress wanted to sew the button on the collar of the coat but the _ was too big.,collar,button,2
The seamstress wanted to sew the button on the collar of the coat but the _ was too small.,collar,button,1
"Emily currently has a bad cough, but Victoria doesn't have one, so _ is the smoker.",Emily,Victoria,1
"Emily currently has a bad cough, but Victoria doesn't have one, so _ is the nonsmoker.",Emily,Victoria,2
Ian has a nice smile but not so much with Eric as _ values good dental health.,Ian,Eric,1
Ian has a nice smile but not so much with Eric as _ neglect good dental health.,Ian,Eric,2
Emily had a much higher credit score than Maria because _ always paid her bills on time.,Emily,Maria,1
Emily had a much higher credit score than Maria because _ never paid her bills on time.,Emily,Maria,2
"William hired a trainer named Samuel to help with his new dog, but _ found his dominance methods unappealing.",William,Samuel,1
"William hired a trainer named Samuel to help with his new dog, but _ 's dominance methods were unappealing.",William,Samuel,2
In the winters Angela always ate soup unlike Rachel because _ lived in a cold area.,Angela,Rachel,1
In the winters Angela always ate soup unlike Rachel because _ lived in a hot area.,Angela,Rachel,2
"I donated my dining room table and my sofa to charity, but they declined the _ because it was too uneven.",sofa,table,2
"I donated my dining room table and my sofa to charity, but they declined the _ because it was too hard.",sofa,table,1
The coach quit his job at the school and went on to work at the rec center because the _ paid more.,school,rec center,2
The coach quit his job at the school and went on to work at the rec center because the _ paid less.,school,rec center,1
"At dinner, Steven was starving but Ian was already full, so _ ate the pizza slowly.",Steven,Ian,2
"At dinner, Steven was starving but Ian was already full, so _ ate the pizza quickly.",Steven,Ian,1
Monica needed help from Erin understanding the benefits because _ had only skimmed the insurance plan.,Monica,Erin,1
Monica needed help from Erin understanding the benefits because _ had paid attention to the insurance plan.,Monica,Erin,2
"When I shot the paintball, it didn't go through the window as the _ was strong.",paintball,window,2
"When I shot the paintball, it didn't go through the window as the _ was weak.",paintball,window,1
Natalie is worse at distinguishing shades of color than Elena because _ is color blind.,Natalie,Elena,1
Natalie is worse at distinguishing shades of color than Elena although _ is color blind.,Natalie,Elena,2
Tanya loved the flavor of thyme in food but Katrina did not. _ grew some basil on their window sill.,Tanya,Katrina,2
Tanya loved the flavor of thyme in food but Katrina did not. _ grew some thyme on their window sill.,Tanya,Katrina,1
John applied some pressure on the pimple but it did not burst. It seems the _ is weak.,pimple,pressure,2
John applied some pressure on the pimple but it did not burst. It seems the _ is hard.,pimple,pressure,1
Randy went to an ice cream shop because he had a coupon and met Michael there. _ paid full price.,Randy,Michael,2
Randy went to an ice cream shop because he had a coupon and met Michael there. _ paid only half price.,Randy,Michael,1
Randy worked very hard in high school but Adam goofed around a lot. _ didn't get a scholarship to college.,Randy,Adam,2
Randy worked very hard in high school but Adam goofed around a lot. _ got a scholarship to college.,Randy,Adam,1
Mark was in the drill of gathering proof that proved his company engaged in Age Discrimination but the _ was too much.,proof,drill,2
Mark was in the drill of gathering proof that proved his company engaged in Age Discrimination but the _ was not sufficient.,proof,drill,1
Its important to choose your character's personality. You want either adamant or jolly. The _ personality makes you have better attack.,adamant,jolly,1
Its important to choose your character's personality. You want either adamant or jolly. The _ personality makes you happier.,adamant,jolly,2
The went to paint the bed room with the roller brush but the room needed another pass of the _ .,paint,roller brush,2
They went to paint the bed room with the roller brush because the room needed another coat of the _ .,paint,roller brush,1
Eric wanted to add lots of ginger to the meal but Hunter stopped him. _ liked spicy food.,Eric,Hunter,1
Eric wanted to add lots of ginger to the meal but Hunter stopped him. _ liked mild food.,Eric,Hunter,2
"Ben wanted to avoid cleaning the poop and pee that his dog did. However, he found the _ easier to clean because it was dry.",poop,pee,1
"Ben wanted to avoid cleaning the poop and pee that his dog did. However, he found the _ easier to clean because it was wet.",poop,pee,2
"Mark wanted to shrink his leather jacket in a bin, but the _ was too large.",leather jacket,bin,1
"Mark wanted to shrink his leather jacket in a bin, but the _ was too small.",leather jacket,bin,2
"Mary was prone to depression while Monica was not, because _ was a naturally optimistic person.",Mary,Monica,1
"Mary was prone to depression while Monica was not, because _ was a naturally pessimistic person.",Mary,Monica,2
"Robert told Brian that he thought that is wife was cheating on him, so _ chose to hire a private detective.",Robert,Brian,1
"Robert told Brian that he thought that is wife was cheating on him, so _ recomended that he hire a private detective.",Robert,Brian,2
"Jessica was more hungry than Elena, so _ ordered a steak instead of ramen noodles.",Jessica,Elena,1
"Jessica was more hungry than Elena, so _ ordered ramen noodles instead of a steak.",Jessica,Elena,2
Mike went to serve Michelle some beans from the pot onto the plate couldn't put many because the _ was too small.,plate,pot,1
Mike went to serve Michelle some beans from the pot onto the plate couldn't put many because the _ was so big.,plate,pot,2
"The tailor called Megan to say her coat was finished, so she asked her assistant Patricia to get it. _ gave her the car to drive to the tailor shop.",Megan,Patricia,1
"The tailor called Megan to say her coat was finished, so she asked her assistant Patricia to get it. _ drove the car to the tailor shop.",Megan,Patricia,2
"The ship risked being overcome by the wave, as the _ was so gigantic in comparison.",ship,wave,2
"The ship risked being overcome by the wave, as the _ was so tiny in comparison.",ship,wave,1
"Samantha was generally faster at running than Jessica, so it was surprising when _ lost the race by a large margin.",Samantha,Jessica,1
"Samantha was generally faster at running than Jessica, so it was surprising when _ won the race by a large margin.",Samantha,Jessica,2
"At school, Tanya loves games, while Monica is always focused on studying, so _ is more serious.",Tanya,Monica,2
"At school, Tanya loves games, while Monica is always focused on studying, so _ is more creative.",Tanya,Monica,1
Lindsey did not feel the drip that got Jessica wet because _ was under the leaky spot in the roof.,Lindsey,Jessica,2
Lindsey did not feel the drip that got Jessica wet because _ was away from the leaky spot in the roof.,Lindsey,Jessica,1
Sarah confided in Laura that she had cheated on her boyfriend.  _ was sorry.,Sarah,Laura,1
Sarah confided in Laura that she had cheated on her boyfriend.  _ was horrified.,Sarah,Laura,2
The woman cooked the casserole for 30 minutes longer than the pizza because the _ was frozen.,casserole,pizza,1
The woman cooked the casserole for 30 minutes longer than the pizza because the _ was defrosted.,casserole,pizza,2
James needed to reduce the sound of his music whenever he is in the neighborhood because the _ is loud.,music,neighborhood,1
James needed to reduce the sound of his music whenever he is in the neighborhood because the _ is quiet.,music,neighborhood,2
"Even though Kenneth had just started playing cricket while Logan had been playing for several years, _ scored fewer goals that day.",Kenneth,Logan,2
"Even though Kenneth had just started playing cricket while Logan had been playing for several years, _ scored more goals that day.",Kenneth,Logan,1
"Angela found it very rewarding to help Christine with their homework, which made _ feel thankful.",Angela,Christine,2
"Angela found it very rewarding to help Christine with their homework, which made _ feel useful.",Angela,Christine,1
"Neil put a lot of unwanted focus onto Donald, because _ is someone who doesn't care about their desire for isolation.",Neil,Donald,1
"Neil put a lot of unwanted focus onto Donald, because _ is someone who doesn't defend their desire for isolation.",Neil,Donald,2
Jason found visiting the gym more soothing than Donald. _ had always found working out as stress relief difficult.,Jason,Donald,2
Jason found visiting the gym more soothing than Donald. _ had always found working out as stress relief came naturally.,Jason,Donald,1
Carrie didn't want to sell the business to Cynthia because _ was offering a price that was too low.,Carrie,Cynthia,2
Carrie didn't want to sell the business to Cynthia because _ thought the price was too low.,Carrie,Cynthia,1
"I wanted to showcase my music skills by playing the violin while my brother played the piano. Unfortunately, no one heard me because the _ was too loud.",piano,violin,1
"I wanted to showcase my music skills by playing the violin while my brother played the piano. Unfortunately, no one heard me because the _ was too quiet.",piano,violin,2
"Racing against the clock, she caught up to her cab, but still missed her train.  The _ had still left too late.",cab,train,1
"Racing against the clock, she caught up to her cab, but still missed her train.  The _ had still left too early.",cab,train,2
James went to fill up the barrel with the bucket but found that the _ was full.,barrel,bucket,1
James went to fill up the barrel with the bucket but found that the _ was empty.,barrel,bucket,2
The served coffee in the old cups rather than the new glass mugs because the _ were already clean.,mugs,cups,2
The served coffee in the old cups rather than the new glass mugs because the _ were not washed.,mugs,cups,1
William showed Randy how to replace the paneling in his home.  _ was talented.,William,Randy,1
William showed Randy how to replace the paneling in his home.  _ was grateful.,William,Randy,2
"Samuel tried on the old hat, but Craig did not, and as a result _ did not find lice in their hair.",Samuel,Craig,2
"Samuel tried on the old hat, but Craig did not, and as a result _ found lice in their hair.",Samuel,Craig,1
"Megan asked Samantha if she wanted to get married right away, because _ was in love..",Megan,Samantha,1
"Megan asked Samantha if she wanted to get married right away, because _ was pregnant.",Megan,Samantha,2
Logan drank more milk daily than Lawrence because _ had a severe case of lactose intolerance.,Logan,Lawrence,2
Logan drank more milk daily than Lawrence because _ had a severe case of osteoporosis.,Logan,Lawrence,1
"She was able to find a fact about the plate, but not about the cup, because the _ was obscure.",plate,cup,2
"She was able to find a fact about the plate, but not about the cup, because the _ was ubiquitous.",plate,cup,1
"When the snake got close to Michael, Matthew jumped into action, however _ got bit anyway.",Michael,Matthew,1
"When the snake got close to Michael, Matthew jumped into action, and _ got bit instead.",Michael,Matthew,2
"The child's errant crayon turned the whole load of laundry a bright yellow color, because the _ was white.",crayon,laundry,2
"The child's errant crayon turned the whole load of laundry a bright yellow color, because the _ was yellow.",crayon,laundry,1
Angela was the jester while Carrie was a king so _ laughed at the other's performance.,Angela,Carrie,2
Angela was the king while Carrie was a jester so _ laughed at the other's performance.,Angela,Carrie,1
"His imagination went wild in the park, but went dormant on the trail, because he thought the _ was inspirational.",park,trail,1
"His imagination went wild in the park, but went dormant on the trail, because he thought the _ was blase.",park,trail,2
"Benjamin used dish soap for an emergency load of laundry while William used water, and so _ had clean clothes.",Benjamin,William,1
"Benjamin used dish soap for an emergency load of laundry while William used water, and so _ had spotted clothes.",Benjamin,William,2
"The cat was shedding, so we went with the bath treatment instead of the medicine since the _ was available.",treatment,medicine,1
"The cat was shedding, so we went with the bath treatment instead of the medicine since the _ was unavailable.",treatment,medicine,2
Amy wanted to go back to work after retiring but Carrie did not because _ was bored.,Amy,Carrie,1
Amy wanted to go back to work after retiring but Carrie did not because _ was occupied.,Amy,Carrie,2
The deaf woman didn't notice the car but could tell the motorcycle was approaching.  The _ made rumbling vibrations.,car,motorcycle,2
The deaf woman didn't notice the car but could tell the motorcycle was approaching.  The _ made no vibrations.,car,motorcycle,1
"Since Benjamin was a celebrity and Kenneth was unknown, _ was left alone whenever they were in public.",Benjamin,Kenneth,2
"Since Benjamin was a celebrity and Kenneth was unknown, _ was followed whenever they were in public.",Benjamin,Kenneth,1
It was harder to get a job at the diner than at the firm because the _ had more openings.,diner,firm,2
It was easier to get a job at the diner than at the firm because the _ had more openings.,diner,firm,1
"The repairman wanted to fix the engines by using a new oil pan and water pump, but the _ lacked oil.",pan,pump,1
"The repairman wanted to fix the engines by using a new oil pan and water pump, but the _ had water leaks.",pan,pump,2
The razor of Carrie is much sharper than Patricia's because _ bought it new yesterday.,Carrie,Patricia,1
The razor of Carrie is much duller than Patricia's because _ bought it new yesterday.,Carrie,Patricia,2
California's climate is more conducive to growing oranges versus carrots because the _ crave sunlight.,oranges,carrots,1
California's climate is more conducive to growing oranges versus carrots because the _ need shade.,oranges,carrots,2
Natalie used Patricia's shower and thought it was very dirty. _ felt disgusted while in the bathroom.,Natalie,Patricia,1
Natalie used Patricia's shower and thought it was very dirty. _ felt indifferent while in the bathroom.,Natalie,Patricia,2
Leslie was a overall more fashionable than Derrick but _ bought a skirt than made them look great.,Leslie,Derrick,2
Leslie was a overall more fashionable than Derrick but _ bought a skirt than made them look frumpy.,Leslie,Derrick,1
"Patricia had to give a public speech, but was so nervous compared to Jennifer, due to _ being outgoing.",Patricia,Jennifer,2
"Patricia had to give a public speech, but was so nervous compared to Jennifer, due to _ being shy.",Patricia,Jennifer,1
"Ben wanted to either get a pencil or a TV to change his life, but the _ was too cheap.",pencil,TV,1
"Ben wanted to either get a pencil or a TV to change his life, but the _ was too expensive.",pencil,TV,2
Sarah really liked masturbation but Carrie liked sex more. _ was perfectly miserable home alone on a Saturday.,Sarah,Carrie,2
Sarah really liked masturbation but Carrie liked sex more. _ was perfectly happy home alone on a Saturday.,Sarah,Carrie,1
Ben had to make carrot juice and apple juice. Everyone liked the _ because it was common.,apple juice,carrot juice,1
Ben had to make carrot juice and apple juice. Everyone liked the _ because it was uncommon.,apple juice,carrot juice,2
A lawsuit was filed against Patricia by Erin because _ had damaged their new car.,Patricia,Erin,1
A lawsuit was filed against Patricia by Erin because _ had their new car damaged.,Patricia,Erin,2
Justin wanted to live in the country and own a horse but Kevin preferred the city. _ was overwhelmed by the noise and lights.,Justin,Kevin,1
Justin wanted to live in the country and own a horse but Kevin preferred the city. _ was bored by the slow pace.,Justin,Kevin,2
Dennis knew Justin was suffering from depression so he offered to listen for a while; _ felt grateful.,Dennis,Justin,2
Dennis knew Justin was suffering from depression so he offered to listen for a while; _ felt helpful.,Dennis,Justin,1
"Nick's leg was bleeding and Eric was experiencing kidney pain, so _ had external bleeding.",Nick,Eric,1
"Nick's leg was bleeding and Eric was experiencing kidney pain, so _ had internal bleeding.",Nick,Eric,2
"In the cricket match, Cynthia beats Kayla by a lot of points, so _ is the winner.",Cynthia,Kayla,1
"In the cricket match, Cynthia beats Kayla by a lot of points, so _ is the loser.",Cynthia,Kayla,2
"A nervous Monica looked up at Mary near the top of the ladder , as _ ascended it.",Monica,Mary,2
"A nervous Monica looked up at Mary near the top of the ladder , as _ held it.",Monica,Mary,1
"Steven knocked on Williams door because he wanted to play shuffleboard today, but nobody was around.  _ was upset.",Steven,William,1
"Steven knocked on Williams door because he wanted to play shuffleboard today, but nobody was around.  _ was at church.",Steven,William,2
"After being caught speeding, Mike had to go to court, but not jail because the _ was for minor offenses.",jail,court,2
"After being caught speeding, Mike had to go to court, but not jail because the _ was for major offenses.",jail,court,1
"When making a jacket, Jim decided to use leather over cloth as a material because the _ was resistant to damage.",cloth,leather,2
"When making a jacket, Jim decided to use leather over cloth as a material because the _ was susceptible to damage.",cloth,leather,1
Natalie told Kayla to her face that she had horrible breath; then _ ate some breath mints.,Natalie,Kayla,2
Natalie told Kayla to her face that she had horrible breath; then _ offered some breath mints.,Natalie,Kayla,1
The speech was louder in the auditorium than the park because there were more speakers at the _ .,auditorium,park,1
The speech was louder in the auditorium than the park because there were less speakers at the _ .,auditorium,park,2
"Craig caught the common cold and stayed away from Dennis, because _ didn't want them getting sick.",Craig,Dennis,1
"Craig caught the common cold and stayed away from Dennis, because _ didn't want to get sick.",Craig,Dennis,2
John liked the gift that Susan gave him more than the present from his brother because the _ was very ugly.,gift,present,2
John liked the gift that Susan gave him more than the present from his brother because the _ was very beautiful.,gift,present,1
The hair held together by a clip dropped into the fire but only the hair got burned. The _ is flammable.,hair,clip,1
The hair held together by a clip dropped into the fire but only the hair got burned. The _ is inflammable.,hair,clip,2
"Donna was in love with two perfumes, coconut and floral. She preferred the _ for the tropical smell.",coconut,floral,1
"Donna was in love with two perfumes, coconut and floral. She preferred the _ for the gardenia smell.",coconut,floral,2
Hunter was visited by Neil because _ was very sick and needed a friend to bring him medicine and chicken soup.,Hunter,Neil,1
Hunter went to see Neil because _ was very sick and needed a friend to bring him medicine and chicken soup.,Hunter,Neil,2
I tried to put money in my wife's pocket but I couldn't because the _ was too tight.,pocket,money,1
I tried to put money in my wife's pocket but I couldn't because the _ was too thick.,pocket,money,2
Sally couldn't afford to buy both toilet paper and hand soap. She settled on the _ so she could wipe herself clean after pooping.,hand soap,toilet paper,2
Sally couldn't afford to buy both toilet paper and hand soap. She settled on the _ because she could wash her hands clean after pooping.,hand soap,toilet paper,1
The engine of Lindsey's car had more problems than Kayla's because _ neglected it all the time.,Lindsey,Kayla,1
The engine of Lindsey's car had more problems than Kayla's because _ cared for it all the time.,Lindsey,Kayla,2
"He wouldn't dunk his donuts in coffee, but he loved to do so with his cookies, since the _ stayed intact in the drink.",donuts,cookies,2
"He wouldn't dunk his donuts in coffee, but he loved to do so with his cookies, since the _ broke up in the drink.",donuts,cookies,1
The bus was supposed to arrive at 7:45 but the concert featuring my favorite indie band was scheduled for 8:00; luckily the _ was early so I didn't miss anything.,bus,concert,1
The bus was supposed to arrive at 7:45 but the concert featuring my favorite indie band was scheduled for 8:00; luckily the _ was late so I didn't miss anything.,bus,concert,2
"The homemaker used a pail of water to clean the old door, when she was done the _ was dirty.",water,door,1
"The homemaker used a pail of water to clean the old door, when she was done the _ was clean.",water,door,2
"The norovirus was caught by Michael but Matthew was able to avoid it because, _ always washed their hands.",Michael,Matthew,2
"The norovirus was caught by Michael but Matthew was able to avoid it because, _ never washed their hands.",Michael,Matthew,1
The pants were sliced both with a knife and then later with razor.  The _ was used second.,knife,razor,2
The pants were sliced both with a knife and then later with razor.  The _ was used first.,knife,razor,1
Betty talked in their sleep and Mary found it hard to sleep with noise so _ went to see a specialist.,Betty,Mary,1
Betty talked in their sleep and Mary found it hard to sleep with noise so _ went to buy some earplugs.,Betty,Mary,2
Applying for a loan Rachel had to run Rebecca's credit because _ was the loaner.,Rachel,Rebecca,1
Applying for a loan Rachel had to run Rebecca's credit because _ was the applicant.,Rachel,Rebecca,2
"Jerry quickly swept a stray sock under his bed, making his bedroom appear tidy by using the _ to cover his mess.",bed,sock,1
"Jerry quickly swept a stray sock under his bed, making his bedroom appear tidy by hiding the _ to cover his mess.",bed,sock,2
Lindsey answered the phone and took the message but not Amy because _ was the secretary.,Lindsey,Amy,1
Lindsey answered the phone and took the message but not Amy because _ was the janitor.,Lindsey,Amy,2
Nick quite often likes to drive too fast but Robert never does because _ is reckless.,Nick,Robert,1
Nick quite often likes to drive too fast but Robert never does because _ is sensible.,Nick,Robert,2
"Lindsey loved spiders and want to collect them, but they freaked out Betty. _ decided it best to keep it quiet.",Lindsey,Betty,1
"Lindsey loved spiders and want to collect them, but they freaked out Betty. _ decided the didn't want to know.",Lindsey,Betty,2
Fred wanted to revamp his annual charity events theme to a new design. The _ was new.,theme,design,2
Fred wanted to revamp his annual charity events theme to a new design. The _ was old.,theme,design,1
"Samantha just loved annoying the heck out of Felicia , so _ tried spending less time with her.",Samantha,Felicia,2
"Samantha just loved annoying the heck out of Felicia , so _ tried spending more time with her.",Samantha,Felicia,1
Being polite came natural to Betty but not Rachel because _ had read several books on etiquette.,Betty,Rachel,1
Being polite came natural to Betty but not Rachel because _ had not read any books on etiquette.,Betty,Rachel,2
"The oil spilled on Nick 's shirt while he cooked for Justin, so _ asked him for a clean shirt.",Nick,Justin,1
"The oil spilled on Nick 's shirt while he cooked for Justin, so _ offered him for a clean shirt.",Nick,Justin,2
"After trying to grow orchids, she decided to go back to her hobby of growing marigolds, because she found the _ were complicated.",marigolds,orchids,2
"After trying to grow orchids, she decided to go back to her hobby of growing marigolds, because she found the _ were simpler.",marigolds,orchids,1
The lawyer sealed the contract in an envelope before handing it to his client. The _ was no longer visible.,contract,envelope,1
The lawyer sealed the contract in an envelope before handing it to his client. The _ was the only thing visible.,contract,envelope,2
She wanted to go shopping for a rug for the patio because the _ looked bare.,patio,rug,1
She wanted to go shopping for a rug for the patio because the _ was on sale.,patio,rug,2
"Rebecca had to ask Elena if they needed to cheat, because _ had not studied the night before.",Rebecca,Elena,2
"Rebecca had to ask Elena if they could cheat, because _ had not studied the night before.",Rebecca,Elena,1
Nelson finished the mile run faster than Ian because _ exercised quite regularly every day.,Nelson,Ian,1
Nelson finished the mile run faster than Ian because _ liked to relax every day.,Nelson,Ian,2
"At the corn maze, Kayla laughs as they try to find Amy, and eventually _  appears.",Kayla,Amy,2
"At the corn maze, Kayla laughs as they try to find Amy, and eventually _ gives up.",Kayla,Amy,1
"In an effort to eat healthy, Craig attempted to get Adam on board when _ got rid of the unhealthy stuff in the house and replaced it with cactus juice.",Craig,Adam,1
"In an effort to eat healthy, Craig attempted to get Adam on board, but _ got rid of the cactus juice in the house and replaced it with unhealthy stuff.",Craig,Adam,2
"The sky was brown over the factory, as the _ absorbed so much pollution all day.",sky,factory,1
"The sky was brown over the factory, as the _ gave out so much pollution all day.",sky,factory,2
Erin was a better cook than Lindsey although _ had taken cooking classes for years.,Erin,Lindsey,2
Erin was a better cook than Lindsey because _ had taken cooking classes for years.,Erin,Lindsey,1
I went to Thailand to have the treatment and not to China for the procedure because the _ in Thailand was amazing.,treatment,procedure,1
I went to Thailand to have the treatment and not to China for the procedure because the _ in China was horrible.,treatment,procedure,2
"John's new cellphone would not fit in his new wallet, because the _ was too small.",wallet,cellphone,1
"John's new cellphone would not fit in his new wallet, because the _ was too large.",wallet,cellphone,2
"Dennis made a blue outfit while Aaron made a pink outfit for the baby, _ was expecting a boy.",Dennis,Aaron,1
